Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
10/29/2020,"1,837",4,96,216,521,390,293,191,129,61,36,0,958,873,6,698,49,183,370,92,445,0,0,0,0,0,1,1,2,0,2,2,0,1,0,0,3,0,0,2,5,11,12,10,19,17,20,0,54,41,1,25,2,35,25,6,3
6/29/2020,280,7,31,22,89,56,36,40,17,9,11,0,137,140,3,103,2,62,51,9,53,0,0,0,0,0,2,2,3,0,4,3,0,3,0,2,2,0,0,1,4,3,4,5,7,1,6,0,12,19,0,14,0,11,5,0,1
5/26/2020,755,23,78,61,161,129,138,128,76,40,22,0,394,354,7,357,15,115,61,38,169,0,0,0,0,2,8,9,4,0,8,15,0,7,1,12,3,0,0,2,4,6,8,27,13,9,9,0,43,35,0,27,1,29,14,2,5
12/4/2020,"1,790",30,69,239,396,325,296,266,153,75,40,0,912,871,7,547,58,270,279,74,562,0,0,1,1,5,3,7,13,0,12,18,0,14,1,7,8,0,0,2,3,9,10,11,14,8,12,0,39,30,0,13,3,31,14,4,4
7/20/2020,392,5,23,53,93,91,55,46,36,14,4,0,197,191,4,161,9,87,70,17,48,0,0,1,1,0,2,1,0,0,2,3,0,3,0,1,1,0,0,1,2,3,2,3,6,5,1,0,16,7,0,8,0,14,0,0,1
5/29/2020,460,20,54,33,115,70,85,75,42,18,22,0,249,206,5,218,9,99,33,17,84,0,0,0,1,3,5,6,5,0,11,9,0,7,0,10,2,1,0,3,1,5,7,12,9,9,8,0,32,22,0,13,1,26,9,3,2
8/8/2020,177,3,16,22,56,27,32,18,14,3,5,0,94,81,2,66,6,39,37,7,22,0,0,0,1,1,0,1,0,0,0,3,0,2,0,1,0,0,0,0,1,1,2,4,3,2,3,0,6,10,0,8,1,5,2,0,0
11/11/2020,"2,360",8,109,256,646,491,346,304,195,71,51,0,"1,246","1,101",13,440,53,311,422,122,"1,012",0,0,0,0,0,5,1,2,0,3,5,0,4,0,2,2,0,0,1,7,5,14,19,23,17,23,0,61,48,0,15,3,49,30,4,8
7/5/2020,89,3,16,6,29,19,14,11,8,2,0,0,53,35,1,23,0,20,19,7,20,0,0,0,1,1,1,0,0,0,0,3,0,1,0,1,1,0,0,0,2,2,4,3,2,1,2,0,5,11,0,6,1,5,4,0,0
8/13/2020,391,4,25,39,117,79,73,40,24,11,8,0,211,177,3,181,7,71,88,14,30,0,0,0,0,1,0,3,0,0,1,3,0,2,0,1,1,0,0,0,5,2,5,0,6,5,2,0,16,9,0,8,0,11,2,3,1
7/10/2020,345,6,30,35,121,74,51,24,17,18,5,0,168,175,2,102,6,100,65,11,61,0,0,0,0,2,1,2,1,0,1,5,0,3,0,2,1,0,0,0,3,3,0,5,3,12,4,0,14,16,0,6,0,18,6,0,0
12/7/2020,"1,980",23,31,282,459,373,319,264,167,81,35,0,"1,016",956,8,673,51,296,316,103,541,0,0,0,1,2,2,9,9,0,7,16,0,7,3,5,8,0,0,3,2,4,2,7,6,4,3,0,15,16,0,10,1,15,5,0,0
10/30/2020,"1,834",4,93,232,461,373,283,241,144,64,36,0,932,898,4,666,29,243,318,92,486,0,0,0,0,2,1,1,0,0,2,2,0,0,0,3,1,0,0,2,8,15,7,9,12,17,23,0,49,44,0,22,2,37,20,6,6
3/6/2020,3,0,3,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,1,0,1,1,0,0
5/17/2020,326,41,96,17,53,58,37,65,44,22,30,0,156,167,3,141,6,72,30,14,63,0,0,1,1,3,14,9,13,0,16,25,0,18,2,13,7,1,0,0,3,5,10,22,26,17,13,0,45,51,0,37,3,27,16,4,9
4/2/2020,438,15,171,2,59,69,85,92,58,40,33,0,209,224,5,87,12,225,58,18,38,0,0,0,1,2,1,7,4,0,5,10,0,2,2,9,2,0,0,1,8,15,28,32,36,30,21,0,70,100,1,39,4,97,20,10,1
5/16/2020,516,28,103,35,107,87,93,77,60,35,22,0,279,231,6,203,11,97,51,16,138,0,0,1,3,0,6,4,14,0,8,20,0,9,1,12,6,0,0,2,12,4,13,20,19,16,17,0,51,51,1,37,4,33,15,1,13
5/22/2020,725,36,95,64,155,135,125,112,74,35,25,0,369,346,10,349,10,146,62,29,129,0,0,0,1,6,10,8,11,0,16,20,0,12,2,14,8,0,0,1,8,13,10,11,18,18,16,0,39,55,1,39,4,35,10,0,7
10/27/2020,"1,578",4,89,196,433,330,248,176,114,52,29,0,817,756,5,605,36,216,300,85,336,0,0,0,0,0,3,1,0,0,2,2,0,3,0,0,1,0,0,4,4,8,11,21,21,10,10,0,50,39,0,20,2,34,22,4,7
5/3/2020,466,45,138,10,97,78,76,81,67,30,27,0,211,246,9,197,8,114,41,23,83,0,0,0,2,4,13,13,13,0,20,25,0,20,0,16,9,0,0,2,10,17,17,27,21,23,21,0,61,77,0,58,1,41,20,14,4
9/14/2020,424,3,20,62,103,91,66,58,27,9,8,0,221,202,1,190,9,62,86,7,70,0,0,0,0,1,0,1,1,0,1,2,0,3,0,0,0,0,0,2,3,2,3,3,3,2,2,0,8,12,0,7,0,8,5,0,0
8/26/2020,380,3,37,47,124,79,43,43,23,12,9,0,194,185,1,190,5,42,85,19,39,0,0,0,1,0,0,1,1,0,0,3,0,1,0,1,1,0,0,2,4,4,4,9,5,5,4,0,22,15,0,16,1,8,5,5,2
3/14/2020,31,0,11,0,9,2,7,6,3,3,1,0,17,12,2,2,2,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,0,8,3,0,3,0,5,3,0,0
9/10/2020,321,2,19,23,117,66,44,36,26,5,4,0,184,136,1,130,7,43,95,4,42,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,3,1,3,3,7,2,0,0,14,5,0,7,0,6,4,1,1
10/6/2020,542,2,42,56,167,103,93,71,30,17,5,0,282,259,1,192,13,65,153,24,95,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,2,6,6,7,6,8,4,3,0,17,25,0,14,1,13,10,1,3
6/7/2020,110,20,32,3,30,29,16,13,8,7,4,0,52,58,0,43,3,22,9,4,29,0,0,1,2,1,8,1,7,0,7,13,0,10,0,8,2,0,0,0,6,6,5,5,5,5,0,0,18,14,0,16,2,9,1,2,2
9/13/2020,122,3,28,13,36,30,19,12,9,3,0,0,61,61,0,37,2,14,38,5,26,0,0,0,0,0,0,1,2,0,2,1,0,1,0,2,0,0,0,2,5,3,1,6,7,2,2,0,14,14,0,11,0,4,12,1,0
4/23/2020,"1,466",36,164,32,194,205,223,240,244,161,167,0,733,644,89,474,20,367,178,69,358,0,1,1,4,3,9,8,10,0,9,27,0,13,2,14,7,0,0,1,6,13,22,26,39,30,27,0,75,87,2,60,6,57,28,11,2
3/16/2020,78,1,17,1,14,21,18,12,7,4,1,0,37,41,0,8,6,25,30,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,7,3,2,2,1,0,4,13,0,2,0,11,4,0,0
4/5/2020,292,26,146,3,31,50,49,73,42,20,24,0,127,162,3,71,11,109,54,11,36,0,0,0,2,5,2,10,7,0,8,18,0,5,0,18,3,0,0,0,3,11,24,35,25,25,23,0,56,89,1,31,9,80,17,6,3
5/2/2020,717,50,166,25,142,126,154,141,74,40,15,0,342,371,4,353,9,108,54,21,172,0,0,1,1,8,14,11,15,0,21,29,0,11,3,24,11,1,0,2,9,8,29,34,32,33,19,0,67,99,0,60,4,62,26,10,4
4/11/2020,398,33,141,7,53,71,65,83,55,38,26,0,184,212,2,104,17,146,53,16,62,0,0,1,1,6,7,10,8,0,15,18,0,8,2,21,2,0,0,2,3,7,16,29,32,32,20,0,57,83,1,37,5,74,16,6,3
6/28/2020,110,5,28,8,36,22,20,10,9,3,2,0,64,46,0,33,1,21,24,7,24,0,0,0,1,0,2,0,2,0,4,1,0,2,0,2,1,0,0,0,5,0,4,5,4,4,6,0,18,10,0,9,0,12,6,0,1
4/14/2020,664,33,174,16,103,120,121,124,78,51,51,0,352,310,2,231,25,196,94,35,83,0,1,2,1,3,5,9,12,0,11,22,0,8,2,13,10,0,0,3,7,13,21,38,32,31,29,0,73,100,1,60,5,71,28,8,2
7/9/2020,287,7,29,27,94,58,40,34,22,7,5,0,135,151,1,83,4,87,61,9,43,0,0,0,0,1,2,4,0,0,4,3,0,3,0,2,2,0,0,0,4,3,2,10,5,3,2,0,13,16,0,7,2,15,4,0,1
3/17/2020,96,1,29,0,15,21,18,17,19,2,4,0,37,58,1,7,3,38,40,3,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,2,7,8,3,4,0,8,21,0,4,0,20,5,0,0
4/17/2020,772,43,149,16,129,125,143,142,118,49,50,0,381,379,12,282,23,205,114,43,105,0,0,1,2,5,7,13,15,0,14,29,0,11,2,19,11,0,0,3,6,12,19,33,31,26,19,0,67,82,0,50,7,57,18,11,6
7/19/2020,99,2,23,14,27,23,9,13,6,6,1,0,52,46,1,26,2,32,23,3,13,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,2,2,5,5,2,2,2,0,12,11,0,2,0,16,4,0,1
8/9/2020,115,2,18,16,41,21,12,6,9,6,4,0,53,62,0,41,4,17,36,2,15,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,5,2,1,4,2,0,4,0,10,8,0,3,0,9,3,0,3
9/19/2020,168,2,22,11,49,39,23,24,16,2,4,0,88,78,2,64,2,18,39,13,32,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,2,1,1,1,4,6,3,4,0,14,7,1,9,0,9,2,2,0
5/14/2020,776,45,130,49,167,152,132,108,95,43,30,0,396,368,12,329,13,160,73,34,167,1,0,4,1,5,5,7,22,0,22,23,0,13,4,21,6,1,0,2,8,9,14,18,39,26,14,0,56,74,0,47,3,47,17,10,6
8/15/2020,221,5,23,18,65,41,29,34,21,11,2,0,105,114,2,76,7,51,60,6,21,0,0,0,1,0,0,2,2,0,3,2,0,0,0,3,2,0,0,1,4,2,0,6,3,5,2,0,12,11,0,7,0,10,5,1,0
4/21/2020,870,36,169,20,148,164,158,151,109,56,64,0,435,430,5,358,13,208,119,36,136,0,1,0,3,0,7,11,14,0,14,22,0,12,2,18,4,0,0,1,5,10,17,33,36,33,34,0,71,98,0,55,4,71,27,10,2
7/18/2020,133,4,18,13,38,25,21,19,9,5,3,0,61,72,0,41,1,42,20,5,24,0,0,0,0,1,1,1,1,0,2,2,0,2,0,0,2,0,0,0,1,1,2,2,3,7,2,0,9,9,0,2,0,11,2,2,1
6/17/2020,219,21,29,18,57,33,32,30,23,13,13,0,109,109,1,98,3,43,32,6,37,0,0,0,1,3,7,5,5,0,11,10,0,9,1,7,4,0,0,1,2,3,3,2,6,5,7,0,17,12,0,7,1,17,3,1,0
10/16/2020,938,3,53,113,237,177,156,133,72,35,15,0,491,441,6,340,19,166,220,31,162,0,0,0,0,0,2,0,1,0,1,2,0,0,0,3,0,0,0,1,5,6,3,10,12,12,4,0,33,20,0,14,1,14,10,3,11
5/7/2020,939,49,144,58,180,194,171,147,116,40,33,0,480,448,11,437,10,124,90,46,232,0,0,2,2,8,14,10,13,0,20,29,0,16,3,19,9,1,1,3,4,18,20,20,36,25,18,0,58,86,0,65,3,41,22,8,5
6/6/2020,170,20,38,18,33,22,36,28,20,9,4,0,88,81,1,82,1,25,24,6,32,0,0,1,1,0,7,7,4,0,7,13,0,8,1,9,2,0,0,0,6,5,4,5,10,2,6,0,12,26,0,15,0,13,8,0,2
8/4/2020,360,2,33,46,104,68,53,38,31,16,4,0,197,158,5,168,10,68,60,13,41,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,4,2,6,3,9,7,2,0,19,14,0,10,3,15,5,0,0
6/16/2020,212,11,24,18,60,37,32,32,21,3,9,0,118,92,2,75,5,52,21,5,54,0,1,0,2,3,1,2,2,0,5,6,0,9,0,1,1,0,0,1,4,2,3,3,5,2,4,0,16,8,0,7,1,12,3,0,1
6/30/2020,265,3,30,25,92,59,39,24,15,5,6,0,135,129,1,107,3,53,48,3,51,0,0,0,0,0,1,2,0,0,2,1,0,1,0,1,1,0,0,2,4,3,3,4,7,2,5,0,16,14,0,12,0,11,5,0,2
4/19/2020,459,35,160,7,66,61,66,75,74,50,60,0,209,248,2,142,21,172,56,22,46,0,0,0,3,7,8,5,12,0,11,24,0,13,3,13,4,2,0,2,13,8,16,36,29,30,26,0,71,88,1,57,7,61,23,9,3
3/12/2020,21,0,8,0,6,5,2,4,3,1,0,0,6,15,0,2,0,2,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,4,4,0,0,1,4,3,0,0
3/15/2020,40,0,24,0,3,8,9,8,5,4,3,0,13,27,0,6,4,12,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,4,5,4,2,0,9,15,0,4,2,14,4,0,0
4/15/2020,628,31,149,21,92,108,109,124,86,46,42,0,301,325,2,230,21,177,65,44,91,0,1,1,3,2,5,5,14,0,8,23,0,9,3,15,4,0,0,1,6,13,17,32,35,31,14,0,68,81,0,48,1,69,22,6,3
3/20/2020,155,0,54,2,23,22,32,30,27,15,4,0,72,83,0,20,6,78,38,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,12,16,11,2,0,19,35,0,8,1,37,7,1,0
7/6/2020,284,5,31,23,81,66,41,35,21,11,6,0,149,128,7,87,12,67,48,7,63,0,0,0,0,1,2,0,2,0,4,1,0,1,0,2,2,0,0,1,3,3,5,7,3,5,4,0,17,14,0,4,1,16,7,0,3
8/5/2020,377,4,19,44,114,82,54,33,32,14,4,0,184,191,2,171,3,83,71,11,38,0,0,0,1,0,2,1,0,0,0,4,0,3,0,1,0,0,0,0,3,0,2,4,3,3,4,0,10,9,0,4,0,10,4,1,0
9/7/2020,72,1,21,4,19,17,5,10,11,3,3,0,39,33,0,21,0,23,15,3,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,6,2,2,6,1,1,0,12,9,0,9,0,6,3,0,3
7/2/2020,254,6,25,25,79,44,39,28,21,10,8,0,143,111,0,80,7,61,49,6,51,0,0,0,0,1,1,1,3,0,3,3,0,3,0,2,1,0,0,1,5,4,4,2,4,1,4,0,12,13,0,6,0,8,6,3,2
7/13/2020,337,3,35,36,99,69,45,35,31,7,15,0,193,142,2,125,7,90,59,8,48,0,1,0,0,0,1,0,1,0,1,2,0,1,0,1,1,0,0,2,2,5,3,8,5,7,3,0,17,18,0,12,2,12,6,1,2
6/25/2020,248,11,23,22,69,65,36,21,20,11,4,0,123,125,0,85,3,57,42,10,51,0,0,1,3,0,2,2,3,0,6,5,0,7,0,3,1,0,0,0,3,1,4,4,4,6,1,0,13,10,0,6,0,13,2,1,1
6/22/2020,218,9,30,23,60,35,36,27,19,15,3,0,112,105,1,100,3,44,27,5,39,0,1,0,0,2,3,1,2,0,5,4,0,7,0,1,1,0,0,1,4,5,4,5,4,4,3,0,14,16,0,15,0,12,3,0,0
3/26/2020,413,2,136,2,65,74,78,96,53,36,9,0,181,230,2,77,12,197,92,13,22,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,7,11,24,25,29,28,12,0,58,78,0,27,1,82,21,4,1
4/9/2020,577,25,158,9,83,102,104,130,74,40,35,0,258,311,8,174,24,209,83,30,57,0,0,0,0,3,7,5,10,0,13,12,0,5,1,14,5,0,0,2,5,12,17,35,32,31,24,0,68,84,6,29,6,87,28,6,2
3/27/2020,404,8,155,4,43,61,85,103,49,37,22,0,211,191,2,68,9,208,69,13,37,0,0,0,1,1,3,3,0,0,3,5,0,2,0,4,2,0,0,2,4,9,27,40,35,20,18,0,78,77,0,18,6,112,13,4,2
4/20/2020,990,40,184,24,158,182,211,195,122,56,41,1,478,502,10,403,26,248,116,44,153,0,0,1,1,4,6,10,18,0,15,25,0,11,2,15,11,1,0,1,8,15,31,35,38,26,30,0,76,107,1,65,5,70,30,12,2
6/11/2020,201,10,28,19,63,27,29,32,18,9,4,0,106,90,5,96,3,32,26,6,38,0,0,0,1,1,2,2,4,0,4,6,0,3,1,4,2,0,0,0,4,4,2,5,6,3,4,0,9,19,0,13,0,9,6,0,0
7/26/2020,96,6,17,7,23,25,11,16,8,4,2,0,48,48,0,28,3,18,26,4,17,0,0,0,0,1,1,1,3,0,3,3,0,1,0,3,2,0,0,0,1,2,1,6,4,1,2,0,8,9,0,4,0,8,3,1,1
7/17/2020,325,3,25,35,103,65,48,35,21,13,5,0,168,154,3,127,6,76,54,14,48,0,0,0,0,2,0,0,1,0,1,2,0,2,0,1,0,0,0,0,5,2,8,3,2,2,3,0,11,14,0,4,0,13,6,0,2
9/28/2020,415,2,35,55,100,77,68,51,39,14,11,0,214,199,2,180,2,50,76,11,96,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,5,2,3,5,7,6,7,0,17,18,0,7,1,16,7,2,2
3/31/2020,488,16,163,5,57,103,96,92,69,39,27,0,258,225,5,107,16,217,82,17,49,0,0,0,4,1,0,5,6,0,6,10,0,2,0,14,0,0,0,2,7,16,25,33,31,28,21,0,71,88,4,30,3,99,17,10,4
3/28/2020,249,4,134,2,27,54,37,44,38,28,19,0,138,110,1,37,5,134,41,11,21,0,0,0,0,2,0,1,1,0,1,3,0,1,0,2,1,0,0,1,5,11,18,33,21,23,22,0,72,62,0,22,3,87,15,6,1
3/25/2020,367,5,125,2,51,71,72,82,33,36,20,0,169,197,1,49,10,185,86,18,19,0,0,1,0,1,1,0,2,0,3,2,0,1,0,3,1,0,0,0,6,16,17,25,16,28,17,0,55,70,0,13,2,92,15,3,0
7/4/2020,63,5,17,8,16,10,13,6,7,2,1,0,33,28,2,12,1,17,13,3,17,0,0,0,0,0,2,1,2,0,1,4,0,4,0,0,0,1,0,2,2,0,1,5,2,3,2,0,9,8,0,1,0,10,1,1,4
4/7/2020,555,24,197,2,83,106,94,84,80,54,52,0,292,256,7,164,15,198,89,27,62,0,0,0,1,5,4,9,5,0,11,13,0,6,0,16,0,2,0,0,6,14,23,34,48,33,39,0,88,105,4,41,8,102,36,10,0
8/22/2020,183,2,17,18,54,30,28,25,16,10,2,0,92,89,2,67,4,28,47,12,25,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,3,2,3,6,0,0,12,5,0,2,0,10,4,1,0
6/12/2020,247,21,26,32,60,42,46,27,21,8,11,0,140,103,4,128,2,40,23,6,48,0,0,1,0,3,7,7,3,0,9,12,0,11,0,7,3,0,0,1,2,1,2,5,7,6,2,0,12,14,0,11,0,10,4,0,1
9/12/2020,133,0,11,11,31,32,24,18,11,5,1,0,67,64,2,37,7,20,33,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,0,5,6,0,5,1,4,1,0,0
8/24/2020,528,3,27,87,127,104,91,64,30,18,7,0,273,248,7,289,9,59,91,17,63,0,0,0,0,0,0,2,1,0,0,3,0,1,0,1,1,0,0,3,3,5,2,4,4,2,4,0,9,18,0,8,1,10,6,2,0
10/25/2020,514,9,57,65,132,122,63,64,39,18,11,0,275,238,1,124,11,81,146,30,122,0,0,0,1,0,4,3,1,0,4,5,0,3,0,4,2,0,0,2,6,5,8,10,13,7,6,0,30,27,0,13,0,25,14,5,0
6/24/2020,243,9,29,22,76,56,28,34,11,8,8,0,141,101,1,83,5,51,41,7,56,0,0,0,0,3,4,1,1,0,5,4,0,6,1,2,0,0,0,0,8,4,1,4,2,8,2,0,21,8,0,7,0,17,5,0,0
8/18/2020,391,1,26,49,121,73,56,45,22,21,4,0,201,188,2,183,7,59,77,9,56,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,7,3,0,3,5,2,0,13,13,0,9,0,9,4,2,2
8/12/2020,430,2,31,51,117,93,71,53,29,9,7,0,224,203,3,177,1,80,91,19,62,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,2,2,5,5,9,4,3,0,13,18,0,14,0,11,4,1,1
5/24/2020,280,27,91,16,56,42,48,33,47,22,16,0,150,130,0,118,2,49,17,12,82,0,0,0,4,2,6,8,7,0,14,13,0,9,0,12,6,0,0,0,7,6,5,18,31,13,11,0,45,46,0,31,2,33,10,6,9
10/19/2020,"1,151",4,58,149,268,247,161,167,96,42,21,0,589,559,3,413,25,191,237,51,234,0,0,0,0,0,3,1,0,0,1,3,0,1,0,2,1,0,0,2,3,2,8,15,9,11,8,0,29,29,0,12,1,20,19,3,3
8/31/2020,407,2,31,58,119,68,59,50,29,14,10,0,214,192,1,181,3,59,79,14,71,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,2,5,2,5,3,4,4,6,0,15,16,0,5,1,17,4,3,1
10/17/2020,533,5,48,66,135,113,94,57,43,15,10,0,263,268,2,211,14,71,117,23,97,0,0,0,1,0,1,0,3,0,2,3,0,3,0,2,0,0,0,2,7,4,5,5,9,7,9,0,34,13,1,14,2,18,8,1,5
4/29/2020,"1,152",42,160,54,208,231,219,202,117,62,59,0,533,589,30,517,17,172,115,46,285,0,1,1,4,4,5,8,19,0,20,22,0,16,3,13,10,0,0,0,12,11,23,25,34,22,33,0,80,80,0,58,4,48,36,9,5
5/10/2020,307,39,100,17,60,52,64,42,41,14,17,0,138,168,1,121,7,64,38,14,63,0,0,1,3,2,11,8,14,0,15,24,0,16,1,15,6,1,0,2,7,7,18,9,31,15,11,0,37,62,1,44,4,32,12,6,2
3/21/2020,125,2,66,0,18,25,20,28,16,13,5,0,53,72,0,25,6,61,26,3,4,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,4,6,8,19,11,14,4,0,23,43,0,13,4,34,12,2,1
8/21/2020,415,5,21,58,133,82,45,54,29,11,3,0,231,182,2,219,15,55,68,17,41,0,0,0,1,1,1,1,1,0,3,2,0,4,0,0,1,0,0,1,0,1,3,6,3,3,4,0,11,10,0,11,0,6,2,2,0
9/23/2020,380,6,33,48,116,84,57,38,26,6,5,0,184,187,9,154,6,45,85,19,71,0,0,0,1,0,1,2,2,0,2,4,0,0,0,4,2,0,0,1,4,8,4,7,4,2,3,0,23,9,1,14,0,7,10,2,0
8/23/2020,117,1,28,9,38,14,20,15,11,8,2,0,62,55,0,38,1,26,35,5,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,5,4,4,5,3,0,10,18,0,10,0,7,8,2,1
6/27/2020,130,5,15,11,41,21,24,13,10,7,3,0,64,65,1,44,2,34,21,6,23,0,0,0,0,0,1,2,2,0,4,1,0,1,0,3,1,0,0,1,4,0,2,1,4,0,3,0,9,6,0,6,0,6,1,1,1
5/31/2020,121,22,39,16,28,20,22,12,13,5,5,0,59,61,1,45,1,40,7,0,28,0,0,0,3,2,5,6,6,0,8,14,0,8,0,8,6,0,0,3,4,3,5,6,13,3,2,0,16,23,0,12,1,23,1,0,2
10/5/2020,540,3,32,52,152,114,93,65,39,21,4,0,260,279,1,200,11,97,105,22,105,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,2,0,1,0,4,4,3,3,7,8,3,0,14,18,0,7,0,16,8,1,0
10/8/2020,587,3,32,79,173,110,64,79,55,19,8,0,298,287,2,226,13,83,140,22,103,0,0,0,2,0,0,0,1,0,2,1,0,0,1,1,1,0,0,0,4,1,2,6,9,3,7,0,16,16,0,4,0,16,5,3,4
9/1/2020,330,3,20,33,97,70,39,45,32,8,6,0,178,152,0,130,4,55,78,7,56,0,0,0,0,0,2,1,0,0,2,1,0,2,0,0,1,0,0,0,2,3,7,2,2,2,2,0,11,9,0,7,0,9,2,1,1
6/2/2020,246,25,53,14,33,44,45,32,34,18,26,0,116,108,22,83,9,50,17,12,75,0,0,1,0,3,3,4,14,0,12,13,0,15,2,5,3,0,0,1,4,5,5,10,11,12,5,0,26,27,0,21,1,17,10,2,2
6/23/2020,232,8,27,12,72,43,36,27,16,17,9,0,116,115,1,95,7,41,47,4,38,0,0,0,0,0,3,2,3,0,3,5,0,3,0,4,1,0,0,0,3,2,5,4,4,3,6,0,18,9,0,10,0,8,4,4,1
7/31/2020,391,2,23,46,112,81,64,42,31,8,7,0,207,181,3,185,5,77,74,12,38,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,3,5,1,2,5,4,2,0,11,12,0,7,1,11,3,1,0
10/26/2020,"1,530",8,93,192,397,300,255,181,118,66,21,0,772,752,6,512,46,250,302,67,353,0,0,0,0,0,0,2,6,0,4,4,0,4,0,0,4,0,0,0,5,11,7,18,17,19,16,0,41,52,0,25,2,29,26,2,9
10/24/2020,864,5,60,109,212,192,139,104,57,37,14,0,455,409,0,322,18,116,193,38,177,0,0,0,0,0,0,2,3,0,2,3,0,0,0,2,3,0,0,2,7,7,6,7,10,15,6,0,30,30,0,19,0,25,10,2,4
6/18/2020,184,14,30,24,43,34,30,29,9,5,10,0,94,86,4,80,3,31,26,5,39,0,0,1,1,0,5,4,3,0,7,7,0,6,0,7,1,0,0,2,2,5,3,1,4,6,7,0,16,14,0,11,0,9,10,0,0
4/16/2020,680,30,156,8,119,114,119,122,95,62,41,0,320,352,8,233,15,202,94,27,109,0,0,0,2,3,6,8,11,0,14,16,0,5,3,16,6,0,0,0,6,11,15,34,33,33,24,0,55,99,2,45,2,73,23,11,2
9/18/2020,336,4,30,40,92,69,41,45,32,8,9,0,152,183,1,141,11,45,70,16,53,0,0,0,0,0,0,1,3,0,2,2,0,1,0,1,1,1,0,0,4,0,1,3,5,8,9,0,16,13,1,4,0,12,11,0,3
9/17/2020,384,0,28,38,120,88,50,39,29,11,9,0,185,198,1,133,13,48,113,12,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,6,6,1,5,0,12,16,0,8,1,7,10,1,1
9/3/2020,334,3,25,36,99,59,49,49,23,13,6,0,177,156,1,138,5,56,83,5,47,0,0,0,0,1,0,0,2,0,1,2,0,3,0,0,0,0,0,0,4,4,2,5,5,3,2,0,13,12,0,10,0,8,4,2,1
